"","VVD","VVD.low","VVD.high","PvdA","PvdA.low","PvdA.high","PVV","PVV.low","PVV.high","SP","SP.low","SP.high","CDA","CDA.low","CDA.high","D66","D66.low","D66.high","CU","CU.low","CU.high","GL","GL.low","GL.high","SGP","SGP.low","SGP.high","PvdD","PvdD.low","PvdD.high","50PLUS","50PLUS.low","50PLUS.high","VNL","VNL.low","VNL.high","Denk","Denk.low","Denk.high","FvD","FvD.low","FvD.high","PP","PP.low","PP.high"
"2012-09-22",0.266886891231265,0.256624444720653,0.276884018427904,0.23782749616208,0.231339342781925,0.244332576103596,0.0899952864509513,0.081501629547706,0.098901292861587,0.106545847159266,0.101178374430019,0.112075713452404,0.0820438878799838,0.0775672802837725,0.0866162377218821,0.0797983734470727,0.0741676706889694,0.0858133904218274,0.0337367498998205,0.0319177933194113,0.0356938221752821,0.0232929298657068,0.0198214697258175,0.0268719908786182,0.0213319843485399,0.0202371588188593,0.0223981111321954,0.01986688070701,0.0184758602173979,0.0213006698707425,0.0240556045717805,0.0192181664720501,0.028903576250182,0,0,0,0,0,0,0,0,0,0,0,0
"2012-09-23",0.266031578033619,0.256012469019935,0.275836382358889,0.236787097994461,0.230287627590931,0.243769044017145,0.0901526900502721,0.0810147047669484,0.0990308731691133,0.107638624281313,0.102248818322064,0.113257962779356,0.0821344801718282,0.0775304518424301,0.0869178936210992,0.0796514940573796,0.0738517654873093,0.08550961161622,0.03395769358625,0.0320027890047197,0.0360173913591545,0.0231526304235535,0.0198039497694518,0.0268483070146278,0.0213695406580794,0.0202204345342018,0.0224751436680823,0.0199053280994501,0.0183854137020361,0.0213935420005398,0.0238517649343938,0.018777820265765,0.028857132178834,0,0,0,0,0,0,0,0,0,0,0,0
"2012-09-24",0.265161114223635,0.254895312210923,0.275626337952377,0.235706840309395,0.229161424706508,0.242474559391236,0.0902086020926898,0.0812949797223251,0.0992471989705062,0.108748232949386,0.103135209768124,0.11440592303096,0.0822561299594179,0.0778762229002462,0.0869862695972704,0.0794764554853164,0.0738031728197923,0.085384279923902,0.0341828377219821,0.0321866213486461,0.0363683651670584,0.0230207169634541,0.01951979740542,0.026561267059276,0.021415604252207,0.0202645906012477,0.0225719103439359,0.0199533295583,0.0183920304524493,0.0214755462677192,0.02363503142425,0.0183575161690564,0.0289150151935322,0,0,0,0,0,0,0,0,0,0,0,0
"2012-09-25",0.264312088432923,0.254410529078402,0.274123016367918,0.234643903728197,0.227922267820138,0.241321855732308,0.0903814684420597,0.0821593128778932,0.0987517094379416,0.109803136948542,0.104196755805038,0.115371995764161,0.0823817923922051,0.0779425794122552,0.0870783998890768,0.0792804654697839,0.073610546459563,0.0849656658459313,0.0344162654257866,0.0324118250464303,0.0366292555266532,0.0228621127176281,0.019517330910974,0.0263339502259171,0.0214600069234537,0.0203277405991292,0.022622333547195,0.0200052446857981,0.0184049702579624,0.0216112286082482,0.0235114239004052,0.0185074629223762,0.0284611103727436,0,0,0,0,0,0,0,0,0,0,0,0
"2012-09-26",0.263444326804261,0.253579052584838,0.272750858163176,0.233575847266048,0.227041913507686,0.23995795866503,0.0905388254892833,0.0825138957590883,0.0982110082925069,0.110861155229485,0.105534656981815,0.116312049232645,0.082466212583545,0.0779311963267586,0.0870841302599163,0.0791537195400405,0.0737094609949226,0.084678784791354,0.0346311909992036,0.0326018882787825,0.0368704060125705,0.0227284983018886,0.019415903884928,0.0261410519137832,0.0215038323833748,0.0203410656489536,0.0226385814609603,0.0200516988478831,0.0184170284604624,0.0217087064059431,0.0233682168007532,0.0186699432544331,0.0279671034168424,0,0,0,0,0,0,0,0,0,0,0,0
"2012-09-27",0.263902000187759,0.253735859791184,0.274023346987503,0.233199319031146,0.226357795766775,0.239869226141762,0.0906771436717597,0.082267652212987,0.0990354933886856,0.111022425393373,0.105738929446736,0.116588684211682,0.0822330464637337,0.0775798821120475,0.0867787549141506,0.0794868909333055,0.0739818027688348,0.0851777964122033,0.0347889392751978,0.0328220594540181,0.0369875583886736,0.0226001098637005,0.0189989835197452,0.0260343745119788,0.0215104089165809,0.0203386738906082,0.0226748970058028,0.0201030129498798,0.0185012150099397,0.0217975391399519,0.0235881132647246,0.0187114755748973,0.0283654064843223,0,0,0,0,0,0,0,0,0,0,0,0
"2012-09-28",0.26428502709199,0.254229361485239,0.27407371829594,0.232755205005323,0.226183580780807,0.239443587094002,0.0908463468801556,0.082084932719978,0.0992923301474676,0.111213537292906,0.10572526976669,0.116678156717299,0.082021856505274,0.0772243735223479,0.0867425332919446,0.0798316472368786,0.0739966253960158,0.0857350407085847,0.034931082348219,0.0328698133581759,0.0371175423889869,0.0224742289876022,0.0190171143527651,0.0260435420783466,0.0215217892799177,0.0203348832998274,0.0227104476796895,0.020150487416195,0.0185167673573948,0.0218286882239936,0.0237510565497192,0.0187457155932836,0.0287587386452213,0,0,0,0,0,0,0,0,0,0,0,0
"2012-09-29",0.264629683935095,0.254504372701684,0.274647716827925,0.232380472762243,0.225464821163067,0.239255929454963,0.0910502577111097,0.0824421706572705,0.099429276092567,0.111386073661907,0.105863838783696,0.116963451645235,0.0817522572031314,0.0770552287673256,0.086527162332281,0.0802260461417031,0.0743425987608217,0.0861335709822948,0.0350734059215827,0.0330019532452136,0.0374010010266356,0.0223440097703576,0.0190297658161176,0.025926182074357,0.0215283126876431,0.0202797634980092,0.0227466753351905,0.0202036456176426,0.0185783216930315,0.021930885635199,0.0240013191443093,0.0193835049831764,0.028678649008782,0,0,0,0,0,0,0,0,0,0,0,0
"2012-09-30",0.264348405819304,0.254239870376623,0.274911109094124,0.231521332460391,0.224633439745633,0.238566141109559,0.0914040100057693,0.0824157135173477,0.100454892827379,0.111906019999059,0.106392908651409,0.117620562476519,0.0819086555410871,0.0769877850819991,0.0869152608402437,0.0804558519014348,0.0742888370822218,0.0866996626863312,0.0352319753458381,0.0330609277134863,0.0375440549720031,0.0220870580197892,0.0186113343955817,0.0257597487301278,0.0215384743361976,0.0202663311759166,0.0227367616187,0.0202522321875166,0.0185551780440932,0.0220328675521403,0.0234657740246603,0.0184191262510756,0.0285497937229837,0,0,0,0,0,0,0,0,0,0,0,0
"2012-10-01",0.264160943071016,0.253739653446316,0.274262178653635,0.230757475308575,0.223927041161594,0.238114723817025,0.0918817361595646,0.0829867647123263,0.101132681762764,0.112443518472402,0.106822255958826,0.118290348785823,0.0820637526470773,0.0771848461805046,0.0872829072565466,0.0807265501933173,0.0743658100850683,0.0871333184246316,0.0353824981004644,0.0331449216132656,0.0377666018231496,0.0217635447931241,0.0182065979453321,0.025468645373198,0.021542189722815,0.0202344602592202,0.0227563741099069,0.0203116517214379,0.0185809018467718,0.0220718027909967,0.0230706730815203,0.0178247254949871,0.02846145403526,0,0,0,0,0,0,0,0,0,0,0,0
