,party,percentage,seats,date,sample,fieldstart,fieldend,company,publicationdate,reported
257,GL,0.053,NA,1-10-1997,1000,1-10-1997,1-10-1997,Ipsos,1-10-1997,percentage
258,D66,0.111,NA,1-10-1997,1000,1-10-1997,1-10-1997,Ipsos,1-10-1997,percentage
259,GPV,0.013,NA,1-10-1997,1000,1-10-1997,1-10-1997,Ipsos,1-10-1997,percentage
260,RPF,0.022,NA,1-10-1997,1000,1-10-1997,1-10-1997,Ipsos,1-10-1997,percentage
261,SGP,0.019,NA,1-10-1997,1000,1-10-1997,1-10-1997,Ipsos,1-10-1997,percentage
262,CDA,0.191,NA,8-10-1997,1000,8-10-1997,8-10-1997,Ipsos,8-10-1997,percentage
263,PvdA,0.27,NA,8-10-1997,1000,8-10-1997,8-10-1997,Ipsos,8-10-1997,percentage
264,VVD,0.259,NA,8-10-1997,1000,8-10-1997,8-10-1997,Ipsos,8-10-1997,percentage
265,SP,0.035,NA,8-10-1997,1000,8-10-1997,8-10-1997,Ipsos,8-10-1997,percentage
266,GL,0.051,NA,8-10-1997,1000,8-10-1997,8-10-1997,Ipsos,8-10-1997,percentage
267,D66,0.11,NA,8-10-1997,1000,8-10-1997,8-10-1997,Ipsos,8-10-1997,percentage
268,GPV,0.013,NA,8-10-1997,1000,8-10-1997,8-10-1997,Ipsos,8-10-1997,percentage
269,RPF,0.019,NA,8-10-1997,1000,8-10-1997,8-10-1997,Ipsos,8-10-1997,percentage
270,SGP,0.02,NA,8-10-1997,1000,8-10-1997,8-10-1997,Ipsos,8-10-1997,percentage
271,CDA,0.184,NA,15-10-1997,1000,15-10-1997,15-10-1997,Ipsos,15-10-1997,percentage
272,PvdA,0.27,NA,15-10-1997,1000,15-10-1997,15-10-1997,Ipsos,15-10-1997,percentage
273,VVD,0.273,NA,15-10-1997,1000,15-10-1997,15-10-1997,Ipsos,15-10-1997,percentage
274,SP,0.028,NA,15-10-1997,1000,15-10-1997,15-10-1997,Ipsos,15-10-1997,percentage
275,GL,0.053,NA,15-10-1997,1000,15-10-1997,15-10-1997,Ipsos,15-10-1997,percentage
276,D66,0.112,NA,15-10-1997,1000,15-10-1997,15-10-1997,Ipsos,15-10-1997,percentage
277,GPV,0.012,NA,15-10-1997,1000,15-10-1997,15-10-1997,Ipsos,15-10-1997,percentage
278,RPF,0.018,NA,15-10-1997,1000,15-10-1997,15-10-1997,Ipsos,15-10-1997,percentage
279,SGP,0.02,NA,15-10-1997,1000,15-10-1997,15-10-1997,Ipsos,15-10-1997,percentage
280,CDA,0.192,NA,22-10-1997,1000,22-10-1997,22-10-1997,Ipsos,22-10-1997,percentage
281,PvdA,0.272,NA,22-10-1997,1000,22-10-1997,22-10-1997,Ipsos,22-10-1997,percentage
282,VVD,0.266,NA,22-10-1997,1000,22-10-1997,22-10-1997,Ipsos,22-10-1997,percentage
283,SP,0.033,NA,22-10-1997,1000,22-10-1997,22-10-1997,Ipsos,22-10-1997,percentage
284,GL,0.052,NA,22-10-1997,1000,22-10-1997,22-10-1997,Ipsos,22-10-1997,percentage
285,D66,0.104,NA,22-10-1997,1000,22-10-1997,22-10-1997,Ipsos,22-10-1997,percentage
286,GPV,0.015,NA,22-10-1997,1000,22-10-1997,22-10-1997,Ipsos,22-10-1997,percentage
287,RPF,0.022,NA,22-10-1997,1000,22-10-1997,22-10-1997,Ipsos,22-10-1997,percentage
288,SGP,0.018,NA,22-10-1997,1000,22-10-1997,22-10-1997,Ipsos,22-10-1997,percentage
289,CDA,0.204,NA,29-10-1997,1000,29-10-1997,29-10-1997,Ipsos,29-10-1997,percentage
290,PvdA,0.271,NA,29-10-1997,1000,29-10-1997,29-10-1997,Ipsos,29-10-1997,percentage
291,VVD,0.249,NA,29-10-1997,1000,29-10-1997,29-10-1997,Ipsos,29-10-1997,percentage
292,SP,0.031,NA,29-10-1997,1000,29-10-1997,29-10-1997,Ipsos,29-10-1997,percentage
293,GL,0.062,NA,29-10-1997,1000,29-10-1997,29-10-1997,Ipsos,29-10-1997,percentage
294,D66,0.108,NA,29-10-1997,1000,29-10-1997,29-10-1997,Ipsos,29-10-1997,percentage
295,GPV,0.011,NA,29-10-1997,1000,29-10-1997,29-10-1997,Ipsos,29-10-1997,percentage
296,RPF,0.018,NA,29-10-1997,1000,29-10-1997,29-10-1997,Ipsos,29-10-1997,percentage
297,SGP,0.019,NA,29-10-1997,1000,29-10-1997,29-10-1997,Ipsos,29-10-1997,percentage
298,CDA,0.196,NA,5-11-1997,1000,5-11-1997,5-11-1997,Ipsos,5-11-1997,percentage
299,PvdA,0.288,NA,5-11-1997,1000,5-11-1997,5-11-1997,Ipsos,5-11-1997,percentage
300,VVD,0.246,NA,5-11-1997,1000,5-11-1997,5-11-1997,Ipsos,5-11-1997,percentage
301,SP,0.035,NA,5-11-1997,1000,5-11-1997,5-11-1997,Ipsos,5-11-1997,percentage
302,GL,0.056,NA,5-11-1997,1000,5-11-1997,5-11-1997,Ipsos,5-11-1997,percentage
303,D66,0.1,NA,5-11-1997,1000,5-11-1997,5-11-1997,Ipsos,5-11-1997,percentage
304,GPV,0.011,NA,5-11-1997,1000,5-11-1997,5-11-1997,Ipsos,5-11-1997,percentage
305,RPF,0.018,NA,5-11-1997,1000,5-11-1997,5-11-1997,Ipsos,5-11-1997,percentage
306,SGP,0.019,NA,5-11-1997,1000,5-11-1997,5-11-1997,Ipsos,5-11-1997,percentage
307,CDA,0.198,NA,12-11-1997,1000,12-11-1997,12-11-1997,Ipsos,12-11-1997,percentage
308,PvdA,0.287,NA,12-11-1997,1000,12-11-1997,12-11-1997,Ipsos,12-11-1997,percentage
309,VVD,0.245,NA,12-11-1997,1000,12-11-1997,12-11-1997,Ipsos,12-11-1997,percentage
310,SP,0.037,NA,12-11-1997,1000,12-11-1997,12-11-1997,Ipsos,12-11-1997,percentage
311,GL,0.052,NA,12-11-1997,1000,12-11-1997,12-11-1997,Ipsos,12-11-1997,percentage
312,D66,0.095,NA,12-11-1997,1000,12-11-1997,12-11-1997,Ipsos,12-11-1997,percentage
313,GPV,0.012,NA,12-11-1997,1000,12-11-1997,12-11-1997,Ipsos,12-11-1997,percentage
314,RPF,0.018,NA,12-11-1997,1000,12-11-1997,12-11-1997,Ipsos,12-11-1997,percentage
315,SGP,0.02,NA,12-11-1997,1000,12-11-1997,12-11-1997,Ipsos,12-11-1997,percentage
316,CDA,0.201,NA,19-11-1997,1000,19-11-1997,19-11-1997,Ipsos,19-11-1997,percentage
317,PvdA,0.267,NA,19-11-1997,1000,19-11-1997,19-11-1997,Ipsos,19-11-1997,percentage
318,VVD,0.256,NA,19-11-1997,1000,19-11-1997,19-11-1997,Ipsos,19-11-1997,percentage
319,SP,0.038,NA,19-11-1997,1000,19-11-1997,19-11-1997,Ipsos,19-11-1997,percentage
320,GL,0.051,NA,19-11-1997,1000,19-11-1997,19-11-1997,Ipsos,19-11-1997,percentage
321,D66,0.103,NA,19-11-1997,1000,19-11-1997,19-11-1997,Ipsos,19-11-1997,percentage
322,GPV,0.011,NA,19-11-1997,1000,19-11-1997,19-11-1997,Ipsos,19-11-1997,percentage
323,RPF,0.02,NA,19-11-1997,1000,19-11-1997,19-11-1997,Ipsos,19-11-1997,percentage
324,SGP,0.017,NA,19-11-1997,1000,19-11-1997,19-11-1997,Ipsos,19-11-1997,percentage
325,CDA,0.202,NA,26-11-1997,1000,26-11-1997,26-11-1997,Ipsos,26-11-1997,percentage
326,PvdA,0.264,NA,26-11-1997,1000,26-11-1997,26-11-1997,Ipsos,26-11-1997,percentage
327,VVD,0.26,NA,26-11-1997,1000,26-11-1997,26-11-1997,Ipsos,26-11-1997,percentage
328,SP,0.033,NA,26-11-1997,1000,26-11-1997,26-11-1997,Ipsos,26-11-1997,percentage
329,GL,0.056,NA,26-11-1997,1000,26-11-1997,26-11-1997,Ipsos,26-11-1997,percentage
330,D66,0.106,NA,26-11-1997,1000,26-11-1997,26-11-1997,Ipsos,26-11-1997,percentage
331,GPV,0.013,NA,26-11-1997,1000,26-11-1997,26-11-1997,Ipsos,26-11-1997,percentage
332,RPF,0.017,NA,26-11-1997,1000,26-11-1997,26-11-1997,Ipsos,26-11-1997,percentage
333,SGP,0.02,NA,26-11-1997,1000,26-11-1997,26-11-1997,Ipsos,26-11-1997,percentage
334,CDA,0.196,NA,3-12-1997,1000,3-12-1997,3-12-1997,Ipsos,3-12-1997,percentage
335,PvdA,0.258,NA,3-12-1997,1000,3-12-1997,3-12-1997,Ipsos,3-12-1997,percentage
336,VVD,0.267,NA,3-12-1997,1000,3-12-1997,3-12-1997,Ipsos,3-12-1997,percentage
337,SP,0.032,NA,3-12-1997,1000,3-12-1997,3-12-1997,Ipsos,3-12-1997,percentage
338,GL,0.06,NA,3-12-1997,1000,3-12-1997,3-12-1997,Ipsos,3-12-1997,percentage
339,D66,0.104,NA,3-12-1997,1000,3-12-1997,3-12-1997,Ipsos,3-12-1997,percentage
340,GPV,0.014,NA,3-12-1997,1000,3-12-1997,3-12-1997,Ipsos,3-12-1997,percentage
341,RPF,0.017,NA,3-12-1997,1000,3-12-1997,3-12-1997,Ipsos,3-12-1997,percentage
342,SGP,0.019,NA,3-12-1997,1000,3-12-1997,3-12-1997,Ipsos,3-12-1997,percentage
343,CDA,0.202,NA,10-12-1997,1000,10-12-1997,10-12-1997,Ipsos,10-12-1997,percentage
344,PvdA,0.248,NA,10-12-1997,1000,10-12-1997,10-12-1997,Ipsos,10-12-1997,percentage
345,VVD,0.263,NA,10-12-1997,1000,10-12-1997,10-12-1997,Ipsos,10-12-1997,percentage
346,SP,0.036,NA,10-12-1997,1000,10-12-1997,10-12-1997,Ipsos,10-12-1997,percentage
347,GL,0.055,NA,10-12-1997,1000,10-12-1997,10-12-1997,Ipsos,10-12-1997,percentage
348,D66,0.101,NA,10-12-1997,1000,10-12-1997,10-12-1997,Ipsos,10-12-1997,percentage
349,GPV,0.016,NA,10-12-1997,1000,10-12-1997,10-12-1997,Ipsos,10-12-1997,percentage
350,RPF,0.015,NA,10-12-1997,1000,10-12-1997,10-12-1997,Ipsos,10-12-1997,percentage
351,SGP,0.023,NA,10-12-1997,1000,10-12-1997,10-12-1997,Ipsos,10-12-1997,percentage
352,CDA,0.2,NA,17-12-1997,1000,17-12-1997,17-12-1997,Ipsos,17-12-1997,percentage
353,PvdA,0.267,NA,17-12-1997,1000,17-12-1997,17-12-1997,Ipsos,17-12-1997,percentage
354,VVD,0.249,NA,17-12-1997,1000,17-12-1997,17-12-1997,Ipsos,17-12-1997,percentage
355,SP,0.029,NA,17-12-1997,1000,17-12-1997,17-12-1997,Ipsos,17-12-1997,percentage
356,GL,0.058,NA,17-12-1997,1000,17-12-1997,17-12-1997,Ipsos,17-12-1997,percentage
357,D66,0.107,NA,17-12-1997,1000,17-12-1997,17-12-1997,Ipsos,17-12-1997,percentage
358,GPV,0.016,NA,17-12-1997,1000,17-12-1997,17-12-1997,Ipsos,17-12-1997,percentage
359,RPF,0.015,NA,17-12-1997,1000,17-12-1997,17-12-1997,Ipsos,17-12-1997,percentage
360,SGP,0.021,NA,17-12-1997,1000,17-12-1997,17-12-1997,Ipsos,17-12-1997,percentage
361,CDA,0.196,NA,24-12-1997,1000,24-12-1997,24-12-1997,Ipsos,24-12-1997,percentage
362,PvdA,0.266,NA,24-12-1997,1000,24-12-1997,24-12-1997,Ipsos,24-12-1997,percentage
363,VVD,0.257,NA,24-12-1997,1000,24-12-1997,24-12-1997,Ipsos,24-12-1997,percentage
364,SP,0.031,NA,24-12-1997,1000,24-12-1997,24-12-1997,Ipsos,24-12-1997,percentage
365,GL,0.067,NA,24-12-1997,1000,24-12-1997,24-12-1997,Ipsos,24-12-1997,percentage
366,D66,0.09,NA,24-12-1997,1000,24-12-1997,24-12-1997,Ipsos,24-12-1997,percentage
367,GPV,0.015,NA,24-12-1997,1000,24-12-1997,24-12-1997,Ipsos,24-12-1997,percentage
368,RPF,0.016,NA,24-12-1997,1000,24-12-1997,24-12-1997,Ipsos,24-12-1997,percentage
369,SGP,0.02,NA,24-12-1997,1000,24-12-1997,24-12-1997,Ipsos,24-12-1997,percentage
370,CDA,0.202,NA,7-1-1998,1000,7-1-1998,7-1-1998,Ipsos,7-1-1998,percentage
371,PvdA,0.266,NA,7-1-1998,1000,7-1-1998,7-1-1998,Ipsos,7-1-1998,percentage
372,VVD,0.265,NA,7-1-1998,1000,7-1-1998,7-1-1998,Ipsos,7-1-1998,percentage
373,SP,0.038,NA,7-1-1998,1000,7-1-1998,7-1-1998,Ipsos,7-1-1998,percentage
374,GL,0.064,NA,7-1-1998,1000,7-1-1998,7-1-1998,Ipsos,7-1-1998,percentage
375,D66,0.078,NA,7-1-1998,1000,7-1-1998,7-1-1998,Ipsos,7-1-1998,percentage
376,GPV,0.016,NA,7-1-1998,1000,7-1-1998,7-1-1998,Ipsos,7-1-1998,percentage
377,RPF,0.019,NA,7-1-1998,1000,7-1-1998,7-1-1998,Ipsos,7-1-1998,percentage
378,SGP,0.018,NA,7-1-1998,1000,7-1-1998,7-1-1998,Ipsos,7-1-1998,percentage
379,CDA,0.211,NA,14-1-1998,1000,14-1-1998,14-1-1998,Ipsos,14-1-1998,percentage
380,PvdA,0.242,NA,14-1-1998,1000,14-1-1998,14-1-1998,Ipsos,14-1-1998,percentage
381,VVD,0.266,NA,14-1-1998,1000,14-1-1998,14-1-1998,Ipsos,14-1-1998,percentage
382,SP,0.046,NA,14-1-1998,1000,14-1-1998,14-1-1998,Ipsos,14-1-1998,percentage
383,GL,0.072,NA,14-1-1998,1000,14-1-1998,14-1-1998,Ipsos,14-1-1998,percentage
384,D66,0.078,NA,14-1-1998,1000,14-1-1998,14-1-1998,Ipsos,14-1-1998,percentage
385,GPV,0.015,NA,14-1-1998,1000,14-1-1998,14-1-1998,Ipsos,14-1-1998,percentage
386,RPF,0.018,NA,14-1-1998,1000,14-1-1998,14-1-1998,Ipsos,14-1-1998,percentage
387,SGP,0.017,NA,14-1-1998,1000,14-1-1998,14-1-1998,Ipsos,14-1-1998,percentage
388,CDA,0.2,NA,21-1-1998,1000,21-1-1998,21-1-1998,Ipsos,21-1-1998,percentage
389,PvdA,0.256,NA,21-1-1998,1000,21-1-1998,21-1-1998,Ipsos,21-1-1998,percentage
390,VVD,0.273,NA,21-1-1998,1000,21-1-1998,21-1-1998,Ipsos,21-1-1998,percentage
391,SP,0.041,NA,21-1-1998,1000,21-1-1998,21-1-1998,Ipsos,21-1-1998,percentage
392,GL,0.068,NA,21-1-1998,1000,21-1-1998,21-1-1998,Ipsos,21-1-1998,percentage
393,D66,0.075,NA,21-1-1998,1000,21-1-1998,21-1-1998,Ipsos,21-1-1998,percentage
394,GPV,0.016,NA,21-1-1998,1000,21-1-1998,21-1-1998,Ipsos,21-1-1998,percentage
395,RPF,0.017,NA,21-1-1998,1000,21-1-1998,21-1-1998,Ipsos,21-1-1998,percentage
396,SGP,0.018,NA,21-1-1998,1000,21-1-1998,21-1-1998,Ipsos,21-1-1998,percentage
397,CDA,0.198,NA,28-1-1998,1000,28-1-1998,28-1-1998,Ipsos,28-1-1998,percentage
398,PvdA,0.244,NA,28-1-1998,1000,28-1-1998,28-1-1998,Ipsos,28-1-1998,percentage
399,VVD,0.282,NA,28-1-1998,1000,28-1-1998,28-1-1998,Ipsos,28-1-1998,percentage
400,SP,0.048,NA,28-1-1998,1000,28-1-1998,28-1-1998,Ipsos,28-1-1998,percentage
401,GL,0.069,NA,28-1-1998,1000,28-1-1998,28-1-1998,Ipsos,28-1-1998,percentage
402,D66,0.079,NA,28-1-1998,1000,28-1-1998,28-1-1998,Ipsos,28-1-1998,percentage
403,GPV,0.015,NA,28-1-1998,1000,28-1-1998,28-1-1998,Ipsos,28-1-1998,percentage
404,RPF,0.02,NA,28-1-1998,1000,28-1-1998,28-1-1998,Ipsos,28-1-1998,percentage
405,SGP,0.017,NA,28-1-1998,1000,28-1-1998,28-1-1998,Ipsos,28-1-1998,percentage
406,CDA,0.183,NA,4-2-1998,1000,4-2-1998,4-2-1998,Ipsos,4-2-1998,percentage
407,PvdA,0.237,NA,4-2-1998,1000,4-2-1998,4-2-1998,Ipsos,4-2-1998,percentage
408,VVD,0.293,NA,4-2-1998,1000,4-2-1998,4-2-1998,Ipsos,4-2-1998,percentage
409,SP,0.047,NA,4-2-1998,1000,4-2-1998,4-2-1998,Ipsos,4-2-1998,percentage
410,GL,0.072,NA,4-2-1998,1000,4-2-1998,4-2-1998,Ipsos,4-2-1998,percentage
411,D66,0.083,NA,4-2-1998,1000,4-2-1998,4-2-1998,Ipsos,4-2-1998,percentage
412,GPV,0.011,NA,4-2-1998,1000,4-2-1998,4-2-1998,Ipsos,4-2-1998,percentage
413,RPF,0.021,NA,4-2-1998,1000,4-2-1998,4-2-1998,Ipsos,4-2-1998,percentage
414,SGP,0.017,NA,4-2-1998,1000,4-2-1998,4-2-1998,Ipsos,4-2-1998,percentage
415,CDA,0.193,NA,11-2-1998,1000,11-2-1998,11-2-1998,Ipsos,11-2-1998,percentage
416,PvdA,0.253,NA,11-2-1998,1000,11-2-1998,11-2-1998,Ipsos,11-2-1998,percentage
417,VVD,0.274,NA,11-2-1998,1000,11-2-1998,11-2-1998,Ipsos,11-2-1998,percentage
418,SP,0.044,NA,11-2-1998,1000,11-2-1998,11-2-1998,Ipsos,11-2-1998,percentage
419,GL,0.066,NA,11-2-1998,1000,11-2-1998,11-2-1998,Ipsos,11-2-1998,percentage
420,D66,0.077,NA,11-2-1998,1000,11-2-1998,11-2-1998,Ipsos,11-2-1998,percentage
421,GPV,0.013,NA,11-2-1998,1000,11-2-1998,11-2-1998,Ipsos,11-2-1998,percentage
422,RPF,0.019,NA,11-2-1998,1000,11-2-1998,11-2-1998,Ipsos,11-2-1998,percentage
423,SGP,0.018,NA,11-2-1998,1000,11-2-1998,11-2-1998,Ipsos,11-2-1998,percentage
424,CDA,0.191,NA,18-2-1998,1000,18-2-1998,18-2-1998,Ipsos,18-2-1998,percentage
425,PvdA,0.247,NA,18-2-1998,1000,18-2-1998,18-2-1998,Ipsos,18-2-1998,percentage
426,VVD,0.264,NA,18-2-1998,1000,18-2-1998,18-2-1998,Ipsos,18-2-1998,percentage
427,SP,0.05,NA,18-2-1998,1000,18-2-1998,18-2-1998,Ipsos,18-2-1998,percentage
428,GL,0.07,NA,18-2-1998,1000,18-2-1998,18-2-1998,Ipsos,18-2-1998,percentage
429,D66,0.087,NA,18-2-1998,1000,18-2-1998,18-2-1998,Ipsos,18-2-1998,percentage
430,GPV,0.014,NA,18-2-1998,1000,18-2-1998,18-2-1998,Ipsos,18-2-1998,percentage
431,RPF,0.022,NA,18-2-1998,1000,18-2-1998,18-2-1998,Ipsos,18-2-1998,percentage
432,SGP,0.018,NA,18-2-1998,1000,18-2-1998,18-2-1998,Ipsos,18-2-1998,percentage
433,CDA,0.194,NA,25-2-1998,1000,25-2-1998,25-2-1998,Ipsos,25-2-1998,percentage
434,PvdA,0.256,NA,25-2-1998,1000,25-2-1998,25-2-1998,Ipsos,25-2-1998,percentage
435,VVD,0.259,NA,25-2-1998,1000,25-2-1998,25-2-1998,Ipsos,25-2-1998,percentage
436,SP,0.048,NA,25-2-1998,1000,25-2-1998,25-2-1998,Ipsos,25-2-1998,percentage
437,GL,0.072,NA,25-2-1998,1000,25-2-1998,25-2-1998,Ipsos,25-2-1998,percentage
438,D66,0.076,NA,25-2-1998,1000,25-2-1998,25-2-1998,Ipsos,25-2-1998,percentage
439,GPV,0.013,NA,25-2-1998,1000,25-2-1998,25-2-1998,Ipsos,25-2-1998,percentage
440,RPF,0.022,NA,25-2-1998,1000,25-2-1998,25-2-1998,Ipsos,25-2-1998,percentage
441,SGP,0.018,NA,25-2-1998,1000,25-2-1998,25-2-1998,Ipsos,25-2-1998,percentage
442,CDA,0.2,NA,4-3-1998,1000,4-3-1998,4-3-1998,Ipsos,4-3-1998,percentage
443,PvdA,0.269,NA,4-3-1998,1000,4-3-1998,4-3-1998,Ipsos,4-3-1998,percentage
444,VVD,0.24,NA,4-3-1998,1000,4-3-1998,4-3-1998,Ipsos,4-3-1998,percentage
445,SP,0.053,NA,4-3-1998,1000,4-3-1998,4-3-1998,Ipsos,4-3-1998,percentage
446,GL,0.074,NA,4-3-1998,1000,4-3-1998,4-3-1998,Ipsos,4-3-1998,percentage
447,D66,0.07,NA,4-3-1998,1000,4-3-1998,4-3-1998,Ipsos,4-3-1998,percentage
448,GPV,0.013,NA,4-3-1998,1000,4-3-1998,4-3-1998,Ipsos,4-3-1998,percentage
449,RPF,0.023,NA,4-3-1998,1000,4-3-1998,4-3-1998,Ipsos,4-3-1998,percentage
450,SGP,0.018,NA,4-3-1998,1000,4-3-1998,4-3-1998,Ipsos,4-3-1998,percentage
451,CDA,0.213,NA,11-3-1998,1000,11-3-1998,11-3-1998,Ipsos,11-3-1998,percentage
452,PvdA,0.264,NA,11-3-1998,1000,11-3-1998,11-3-1998,Ipsos,11-3-1998,percentage
453,VVD,0.245,NA,11-3-1998,1000,11-3-1998,11-3-1998,Ipsos,11-3-1998,percentage
454,SP,0.051,NA,11-3-1998,1000,11-3-1998,11-3-1998,Ipsos,11-3-1998,percentage
455,GL,0.079,NA,11-3-1998,1000,11-3-1998,11-3-1998,Ipsos,11-3-1998,percentage
456,D66,0.071,NA,11-3-1998,1000,11-3-1998,11-3-1998,Ipsos,11-3-1998,percentage
457,GPV,0.011,NA,11-3-1998,1000,11-3-1998,11-3-1998,Ipsos,11-3-1998,percentage
458,RPF,0.018,NA,11-3-1998,1000,11-3-1998,11-3-1998,Ipsos,11-3-1998,percentage
459,SGP,0.017,NA,11-3-1998,1000,11-3-1998,11-3-1998,Ipsos,11-3-1998,percentage
460,CDA,0.214,NA,18-3-1998,1000,18-3-1998,18-3-1998,Ipsos,18-3-1998,percentage
461,PvdA,0.256,NA,18-3-1998,1000,18-3-1998,18-3-1998,Ipsos,18-3-1998,percentage
462,VVD,0.248,NA,18-3-1998,1000,18-3-1998,18-3-1998,Ipsos,18-3-1998,percentage
463,SP,0.05,NA,18-3-1998,1000,18-3-1998,18-3-1998,Ipsos,18-3-1998,percentage
464,GL,0.084,NA,18-3-1998,1000,18-3-1998,18-3-1998,Ipsos,18-3-1998,percentage
465,D66,0.071,NA,18-3-1998,1000,18-3-1998,18-3-1998,Ipsos,18-3-1998,percentage
466,GPV,0.015,NA,18-3-1998,1000,18-3-1998,18-3-1998,Ipsos,18-3-1998,percentage
467,RPF,0.018,NA,18-3-1998,1000,18-3-1998,18-3-1998,Ipsos,18-3-1998,percentage
468,SGP,0.017,NA,18-3-1998,1000,18-3-1998,18-3-1998,Ipsos,18-3-1998,percentage
469,CDA,0.215,NA,25-3-1998,1000,25-3-1998,25-3-1998,Ipsos,25-3-1998,percentage
470,PvdA,0.259,NA,25-3-1998,1000,25-3-1998,25-3-1998,Ipsos,25-3-1998,percentage
471,VVD,0.25,NA,25-3-1998,1000,25-3-1998,25-3-1998,Ipsos,25-3-1998,percentage
472,SP,0.046,NA,25-3-1998,1000,25-3-1998,25-3-1998,Ipsos,25-3-1998,percentage
473,GL,0.08,NA,25-3-1998,1000,25-3-1998,25-3-1998,Ipsos,25-3-1998,percentage
474,D66,0.065,NA,25-3-1998,1000,25-3-1998,25-3-1998,Ipsos,25-3-1998,percentage
475,GPV,0.014,NA,25-3-1998,1000,25-3-1998,25-3-1998,Ipsos,25-3-1998,percentage
476,RPF,0.019,NA,25-3-1998,1000,25-3-1998,25-3-1998,Ipsos,25-3-1998,percentage
477,SGP,0.016,NA,25-3-1998,1000,25-3-1998,25-3-1998,Ipsos,25-3-1998,percentage
478,CDA,0.213,NA,1-4-1998,1000,1-4-1998,1-4-1998,Ipsos,1-4-1998,percentage
479,PvdA,0.263,NA,1-4-1998,1000,1-4-1998,1-4-1998,Ipsos,1-4-1998,percentage
480,VVD,0.244,NA,1-4-1998,1000,1-4-1998,1-4-1998,Ipsos,1-4-1998,percentage
481,SP,0.048,NA,1-4-1998,1000,1-4-1998,1-4-1998,Ipsos,1-4-1998,percentage
482,GL,0.082,NA,1-4-1998,1000,1-4-1998,1-4-1998,Ipsos,1-4-1998,percentage
483,D66,0.067,NA,1-4-1998,1000,1-4-1998,1-4-1998,Ipsos,1-4-1998,percentage
484,GPV,0.014,NA,1-4-1998,1000,1-4-1998,1-4-1998,Ipsos,1-4-1998,percentage
485,RPF,0.018,NA,1-4-1998,1000,1-4-1998,1-4-1998,Ipsos,1-4-1998,percentage
486,SGP,0.014,NA,1-4-1998,1000,1-4-1998,1-4-1998,Ipsos,1-4-1998,percentage
487,CDA,0.215,NA,8-4-1998,1000,8-4-1998,8-4-1998,Ipsos,8-4-1998,percentage
488,PvdA,0.266,NA,8-4-1998,1000,8-4-1998,8-4-1998,Ipsos,8-4-1998,percentage
489,VVD,0.231,NA,8-4-1998,1000,8-4-1998,8-4-1998,Ipsos,8-4-1998,percentage
490,SP,0.045,NA,8-4-1998,1000,8-4-1998,8-4-1998,Ipsos,8-4-1998,percentage
491,GL,0.081,NA,8-4-1998,1000,8-4-1998,8-4-1998,Ipsos,8-4-1998,percentage
492,D66,0.065,NA,8-4-1998,1000,8-4-1998,8-4-1998,Ipsos,8-4-1998,percentage
493,GPV,0.018,NA,8-4-1998,1000,8-4-1998,8-4-1998,Ipsos,8-4-1998,percentage
494,RPF,0.016,NA,8-4-1998,1000,8-4-1998,8-4-1998,Ipsos,8-4-1998,percentage
495,SGP,0.017,NA,8-4-1998,1000,8-4-1998,8-4-1998,Ipsos,8-4-1998,percentage
496,CDA,0.214,NA,15-4-1998,1000,15-4-1998,15-4-1998,Ipsos,15-4-1998,percentage
497,PvdA,0.258,NA,15-4-1998,1000,15-4-1998,15-4-1998,Ipsos,15-4-1998,percentage
498,VVD,0.237,NA,15-4-1998,1000,15-4-1998,15-4-1998,Ipsos,15-4-1998,percentage
499,SP,0.042,NA,15-4-1998,1000,15-4-1998,15-4-1998,Ipsos,15-4-1998,percentage
500,GL,0.095,NA,15-4-1998,1000,15-4-1998,15-4-1998,Ipsos,15-4-1998,percentage
501,D66,0.075,NA,15-4-1998,1000,15-4-1998,15-4-1998,Ipsos,15-4-1998,percentage
502,GPV,0.016,NA,15-4-1998,1000,15-4-1998,15-4-1998,Ipsos,15-4-1998,percentage
503,RPF,0.014,NA,15-4-1998,1000,15-4-1998,15-4-1998,Ipsos,15-4-1998,percentage
504,SGP,0.017,NA,15-4-1998,1000,15-4-1998,15-4-1998,Ipsos,15-4-1998,percentage
505,CDA,0.205,NA,22-4-1998,1000,22-4-1998,22-4-1998,Ipsos,22-4-1998,percentage
506,PvdA,0.265,NA,22-4-1998,1000,22-4-1998,22-4-1998,Ipsos,22-4-1998,percentage
507,VVD,0.219,NA,22-4-1998,1000,22-4-1998,22-4-1998,Ipsos,22-4-1998,percentage
508,SP,0.044,NA,22-4-1998,1000,22-4-1998,22-4-1998,Ipsos,22-4-1998,percentage
509,GL,0.095,NA,22-4-1998,1000,22-4-1998,22-4-1998,Ipsos,22-4-1998,percentage
510,D66,0.08,NA,22-4-1998,1000,22-4-1998,22-4-1998,Ipsos,22-4-1998,percentage
511,GPV,0.016,NA,22-4-1998,1000,22-4-1998,22-4-1998,Ipsos,22-4-1998,percentage
512,RPF,0.019,NA,22-4-1998,1000,22-4-1998,22-4-1998,Ipsos,22-4-1998,percentage
513,SGP,0.015,NA,22-4-1998,1000,22-4-1998,22-4-1998,Ipsos,22-4-1998,percentage
514,CDA,0.199,NA,29-4-1998,1000,29-4-1998,29-4-1998,Ipsos,29-4-1998,percentage
515,PvdA,0.279,NA,29-4-1998,1000,29-4-1998,29-4-1998,Ipsos,29-4-1998,percentage
